Sample,I,Q
117560,-3496,-5520
117561,-3436,-5572
117562,-3492,-5536
117563,-3424,-5568
117564,-3436,-5576
117565,-3432,-5576
117566,-3420,-5588
117567,-3420,-5600
117568,-3416,-5572
117569,-3444,-5592
117570,-3412,-5600
117571,-3432,-5600
117572,-3408,-5600
117573,-3420,-5604
117574,-3400,-5632
117575,-3368,-5608
117576,-3404,-5624
117577,-3372,-5624
117578,-3392,-5596
117579,-3432,-5612
117580,-3416,-5580
117581,-3420,-5608
117582,-3404,-5600
117583,-3388,-5616
117584,-3420,-5608
117585,-3416,-5588
117586,-3388,-5648
117587,-3412,-5576
117588,-3376,-5652
117589,-3384,-5624
117590,-3416,-5624
117591,-3356,-5632
117592,-3400,-5656
117593,-3368,-5644
117594,-3356,-5632
117595,-3372,-5656
117596,-3368,-5628
117597,-3360,-5684
117598,-3360,-5636
117599,-3384,-5644
117600,-3364,-5660
117601,-3372,-5652
117602,-3352,-5668
117603,-3368,-5632
117604,-3380,-5660
117605,-3348,-5672
117606,-3348,-5684
117607,-3320,-5680
117608,-3340,-5700
117609,-3328,-5680
117610,-3296,-5696
117611,-3328,-5708
117612,-3280,-5680
117613,-3344,-5736
117614,-3292,-5680
117615,-3304,-5724
117616,-3292,-5732
117617,-3268,-5708
117618,-3308,-5736
117619,-3268,-5704
117620,-3296,-5736
117621,-3288,-5732
117622,-3276,-5748
117623,-3260,-5732
117624,-3292,-5736
117625,-3284,-5728
117626,-3264,-5736
117627,-3272,-5740
117628,-3284,-5728
117629,-3284,-5732
117630,-3276,-5732
117631,-3276,-5728
117632,-3284,-5712
117633,-3280,-5732
117634,-3280,-5728
117635,-3288,-5712
117636,-3264,-5740
117637,-3268,-5756
117638,-3240,-5756
117639,-3260,-5744
117640,-3276,-5744
117641,-3272,-5744
117642,-3268,-5740
117643,-3276,-5744
117644,-3280,-5748
117645,-3216,-5764
117646,-3276,-5752
117647,-3256,-5748
117648,-3260,-5756
117649,-3268,-5744
117650,-3236,-5768
117651,-3276,-5748
117652,-3220,-5748
117653,-3248,-5784
117654,-3228,-5764
117655,-3224,-5772
117656,-3240,-5756
117657,-3232,-5780
117658,-3228,-5784
117659,-3200,-5800
117660,-3240,-5792
117661,-3216,-5752
117662,-3228,-5800
117663,-3208,-5792
117664,-3196,-5788
117665,-3216,-5820
117666,-3196,-5804
117667,-3196,-5808
117668,-3196,-5824
117669,-3168,-5820
117670,-3180,-5824
117671,-3160,-5824
117672,-3168,-5840
117673,-3160,-5824
117674,-3172,-5864
117675,-3184,-5816
117676,-3160,-5844
117677,-3176,-5832
117678,-3144,-5828
117679,-3176,-5856
117680,-3152,-5824
117681,-3136,-5880
117682,-3152,-5828
117683,-3132,-5868
117684,-3144,-5844
117685,-3152,-5848
117686,-3124,-5860
117687,-3140,-5860
117688,-3120,-5876
117689,-3128,-5856
117690,-3136,-5872
117691,-3120,-5884
117692,-3124,-5844
117693,-3116,-5896
117694,-3108,-5884
117695,-3096,-5880
117696,-3092,-5916
117697,-3072,-5860
117698,-3088,-5948
117699,-3068,-5892
117700,-3068,-5932
117701,-3068,-5940
117702,-3060,-5896
117703,-3064,-5964
117704,-3020,-5936
117705,-3052,-5932
117706,-3032,-5940
117707,-3024,-5960
117708,-3012,-5964
117709,-3008,-5960
117710,-3020,-5956
117711,-2980,-5972
117712,-3036,-5964
117713,-3004,-5968
117714,-2968,-5984
117715,-3012,-5968
117716,-2972,-5992
117717,-2996,-5948
117718,-2980,-5988
117719,-2972,-5988
117720,-2996,-5972
117721,-2968,-6000
117722,-2968,-5992
117723,-2956,-5984
117724,-2932,-6020
117725,-2952,-6020
117726,-2912,-6004
117727,-2924,-6056
117728,-2920,-6008
117729,-2904,-6040
117730,-2932,-6060
117731,-2892,-6032
117732,-2940,-6028
117733,-2900,-6048
117734,-2888,-6028
117735,-2920,-6036
117736,-2876,-6068
117737,-2904,-6036
117738,-2876,-6060
117739,-2900,-6068
117740,-2880,-6036
117741,-2896,-6072
117742,-2908,-6040
117743,-2872,-6048
117744,-2908,-6064
117745,-2908,-6036
117746,-2876,-6064
117747,-2904,-6040
117748,-2900,-6056
117749,-2896,-6048
117750,-2892,-6044
117751,-2888,-6048
117752,-2896,-6052
117753,-2912,-6036
117754,-2900,-6064
117755,-2900,-6044
117756,-2892,-6056
117757,-2900,-6040
117758,-2900,-6040
117759,-2868,-6088
117760,-2920,-6020
117761,-2880,-6088
117762,-2888,-6056
117763,-2900,-6080
117764,-2880,-6064
117765,-2900,-6060
117766,-2884,-6072
117767,-2884,-6012
117768,-2908,-6060
117769,-2900,-6052
117770,-2880,-6040
117771,-2920,-6064
117772,-2900,-6052
117773,-2904,-6044
117774,-2912,-6056
117775,-2920,-6036
117776,-2916,-6040
117777,-2912,-6032
117778,-2884,-6088
117779,-2884,-6052
117780,-2896,-6056
117781,-2864,-6064
117782,-2876,-6064
117783,-2852,-6076
117784,-2872,-6060
117785,-2880,-6072
117786,-2864,-6068
117787,-2884,-6056
117788,-2880,-6076
117789,-2876,-6076
117790,-2864,-6056
117791,-2876,-6084
117792,-2864,-6088
117793,-2888,-6044
117794,-2864,-6108
117795,-2872,-6080
117796,-2876,-6064
117797,-2848,-6120
117798,-2856,-6092
117799,-2832,-6068
117800,-2844,-6132
117801,-2824,-6112
117802,-2828,-6080
117803,-2804,-6152
117804,-2820,-6088
117805,-2792,-6176
117806,-2780,-6120
117807,-2792,-6148
117808,-2768,-6160
117809,-2792,-6120
117810,-2776,-6164
117811,-2772,-6124
117812,-2736,-6192
117813,-2780,-6132
117814,-2752,-6168
117815,-2752,-6152
117816,-2756,-6160
117817,-2756,-6172
117818,-2772,-6148
117819,-2744,-6196
117820,-2764,-6156
117821,-2736,-6164
117822,-2776,-6172
117823,-2748,-6132
117824,-2768,-6180
117825,-2764,-6164
117826,-2708,-6164
117827,-2788,-6192
117828,-2752,-6148
117829,-2748,-6164
117830,-2752,-6168
117831,-2744,-6164
117832,-2764,-6176
117833,-2740,-6156
117834,-2724,-6192
117835,-2768,-6156
117836,-2748,-6192
117837,-2740,-6184
117838,-2744,-6140
117839,-2720,-6236
117840,-2732,-6156
117841,-2696,-6200
117842,-2740,-6204
117843,-2716,-6176
117844,-2708,-6200
117845,-2716,-6216
117846,-2700,-6192
117847,-2716,-6196
117848,-2680,-6220
117849,-2720,-6168
117850,-2676,-6224
117851,-2716,-6176
117852,-2708,-6212
117853,-2680,-6208
117854,-2744,-6188
117855,-2664,-6220
117856,-2704,-6204
117857,-2696,-6196
117858,-2680,-6208
117859,-2700,-6232
117860,-2660,-6184
117861,-2712,-6200
117862,-2672,-6236
117863,-2700,-6176
117864,-2684,-6244
117865,-2684,-6200
117866,-2680,-6196
117867,-2676,-6248
117868,-2664,-6172
117869,-2672,-6244
117870,-2680,-6196
117871,-2648,-6232
117872,-2712,-6216
117873,-2644,-6196
117874,-2680,-6236
117875,-2664,-6200
117876,-2664,-6224
117877,-2656,-6252
117878,-2640,-6212
117879,-2664,-6216
117880,-2648,-6248
117881,-2652,-6184
117882,-2680,-6248
117883,-2648,-6200
117884,-2676,-6236
117885,-2668,-6232
117886,-2628,-6228
117887,-2660,-6272
117888,-2604,-6232
117889,-2644,-6280
117890,-2604,-6208
117891,-2640,-6260
117892,-2648,-6264
117893,-2576,-6240
117894,-2616,-6272
117895,-2608,-6252
117896,-2588,-6284
117897,-2592,-6260
117898,-2604,-6252
117899,-2588,-6268
117900,-2580,-6264
117901,-2572,-6276
117902,-2584,-6292
117903,-2568,-6268
117904,-2588,-6300
117905,-2556,-6288
117906,-2572,-6276
117907,-2596,-6288
117908,-2544,-6280
117909,-2608,-6284
117910,-2580,-6256
117911,-2548,-6284
117912,-2592,-6288
117913,-2568,-6276
117914,-2584,-6256
117915,-2560,-6308
117916,-2560,-6272
117917,-2548,-6292
117918,-2516,-6320
117919,-2552,-6288
117920,-2504,-6312
117921,-2532,-6312
117922,-2532,-6312
117923,-2508,-6324
117924,-2516,-6304
117925,-2508,-6344
117926,-2536,-6292
117927,-2520,-6304
117928,-2504,-6372
117929,-2512,-6276
117930,-2504,-6324
117931,-2508,-6344
117932,-2496,-6316
117933,-2460,-6340
117934,-2504,-6352
117935,-2472,-6328
117936,-2480,-6336
117937,-2508,-6336
117938,-2488,-6324
117939,-2504,-6356
117940,-2484,-6320
117941,-2484,-6368
117942,-2484,-6340
117943,-2480,-6324
117944,-2460,-6376
117945,-2476,-6340
117946,-2464,-6364
117947,-2468,-6340
117948,-2468,-6356
117949,-2428,-6356
117950,-2448,-6380
117951,-2428,-6368
117952,-2444,-6384
117953,-2432,-6372
117954,-2436,-6388
117955,-2432,-6396
117956,-2420,-6376
117957,-2428,-6408
117958,-2388,-6372
117959,-2440,-6388
117960,-2396,-6392
117961,-2408,-6384
117962,-2440,-6388
117963,-2364,-6392
117964,-2420,-6392
117965,-2408,-6380
117966,-2392,-6412
117967,-2428,-6380
117968,-2396,-6416
117969,-2400,-6384
117970,-2424,-6376
117971,-2388,-6432
117972,-2392,-6348
117973,-2412,-6412
117974,-2416,-6404
117975,-2372,-6376
117976,-2408,-6428
117977,-2384,-6396
117978,-2360,-6412
117979,-2396,-6400
117980,-2340,-6404
117981,-2416,-6412
117982,-2352,-6396
117983,-2364,-6420
117984,-2356,-6420
117985,-2304,-6436
117986,-2372,-6456
117987,-2300,-6408
117988,-2332,-6460
117989,-2328,-6428
117990,-2288,-6464
117991,-2332,-6448
117992,-2308,-6420
117993,-2284,-6504
117994,-2264,-6432
117995,-2252,-6468
117996,-2256,-6484
117997,-2236,-6460
117998,-2240,-6492
117999,-2256,-6496
118000,-2216,-6480
118001,-2244,-6496
118002,-2212,-6492
118003,-2212,-6476
118004,-2240,-6516
118005,-2228,-6484
118006,-2196,-6484
118007,-2204,-6512
118008,-2216,-6484
118009,-2168,-6524
118010,-2220,-6508
118011,-2200,-6496
118012,-2196,-6508
118013,-2220,-6492
118014,-2168,-6520
118015,-2204,-6512
118016,-2204,-6504
118017,-2176,-6520
118018,-2184,-6496
118019,-2180,-6540
118020,-2192,-6516
118021,-2184,-6508
118022,-2176,-6536
118023,-2168,-6488
118024,-2192,-6524
118025,-2160,-6516
118026,-2184,-6516
118027,-2184,-6520
118028,-2176,-6496
118029,-2220,-6516
118030,-2148,-6524
118031,-2208,-6496
118032,-2180,-6536
118033,-2176,-6512
118034,-2192,-6532
118035,-2140,-6516
118036,-2208,-6516
118037,-2120,-6544
118038,-2168,-6524
118039,-2140,-6548
118040,-2104,-6556
118041,-2152,-6528
118042,-2100,-6548
118043,-2096,-6556
118044,-2124,-6532
118045,-2116,-6548
118046,-2092,-6560
118047,-2108,-6528
118048,-2088,-6564
118049,-2124,-6560
118050,-2088,-6544
118051,-2096,-6564
118052,-2116,-6520
118053,-2080,-6584
118054,-2132,-6548
118055,-2084,-6544
118056,-2100,-6580
118057,-2088,-6544
118058,-2088,-6568
118059,-2132,-6544
118060,-2068,-6548
118061,-2112,-6552
118062,-2104,-6568
118063,-2084,-6552
118064,-2104,-6548
118065,-2080,-6564
118066,-2112,-6528
118067,-2108,-6580
118068,-2108,-6504
118069,-2132,-6548
118070,-2136,-6552
118071,-2104,-6520
118072,-2140,-6576
118073,-2128,-6532
118074,-2088,-6564
118075,-2132,-6548
118076,-2084,-6540
118077,-2128,-6544
118078,-2116,-6548
118079,-2100,-6540
118080,-2124,-6548
118081,-2120,-6544
118082,-2096,-6552
118083,-2100,-6548
118084,-2116,-6568
118085,-2096,-6532
118086,-2120,-6552
118087,-2092,-6564
118088,-2116,-6528
118089,-2100,-6588
118090,-2092,-6552
118091,-2108,-6560
118092,-2092,-6564
118093,-2104,-6552
118094,-2084,-6564
118095,-2080,-6552
118096,-2084,-6572
118097,-2064,-6564
118098,-2100,-6564
118099,-2068,-6572
118100,-2048,-6560
118101,-2092,-6580
118102,-2044,-6560
118103,-2056,-6564
118104,-2044,-6600
118105,-2060,-6572
118106,-2044,-6560
118107,-2036,-6588
118108,-2024,-6592
118109,-2012,-6592
118110,-2028,-6584
118111,-2028,-6584
118112,-2032,-6568
118113,-2024,-6600
118114,-2012,-6576
118115,-2020,-6568
118116,-2024,-6616
118117,-1984,-6568
118118,-2052,-6608
118119,-2012,-6576
118120,-2000,-6580
118121,-2008,-6596
118122,-2020,-6576
118123,-2020,-6600
118124,-1988,-6616
118125,-2012,-6588
118126,-2008,-6584
118127,-2024,-6604
118128,-1992,-6572
118129,-2008,-6604
118130,-2000,-6600
118131,-1980,-6588
118132,-1992,-6600
118133,-1976,-6616
118134,-1976,-6612
118135,-1972,-6620
118136,-1968,-6608
118137,-1984,-6612
118138,-1944,-6612
118139,-1968,-6612
118140,-1968,-6624
118141,-1932,-6608
118142,-1976,-6624
118143,-1936,-6616
118144,-1940,-6636
118145,-1948,-6620
118146,-1932,-6644
118147,-1932,-6624
118148,-1920,-6644
118149,-1940,-6636
118150,-1908,-6616
118151,-1952,-6664
118152,-1916,-6604
118153,-1936,-6652
118154,-1944,-6644
118155,-1916,-6616
118156,-2000,-6612
118157,-1924,-6620
118158,-1956,-6632
118159,-1980,-6616
118160,-1936,-6624
118161,-2000,-6620
118162,-1936,-6616
118163,-1980,-6596
118164,-1976,-6616
118165,-1980,-6604
118166,-1976,-6612
118167,-1964,-6640
118168,-1968,-6616
118169,-1948,-6604
118170,-1952,-6624
118171,-1948,-6640
118172,-1968,-6604
118173,-1920,-6644
118174,-1972,-6616
118175,-1916,-6620
118176,-1956,-6636
118177,-1944,-6616
118178,-1940,-6640
118179,-1948,-6612
118180,-1948,-6640
118181,-1956,-6628
118182,-1912,-6616
118183,-1928,-6648
118184,-1900,-6624
118185,-1932,-6636
118186,-1904,-6620
118187,-1960,-6644
118188,-1928,-6624
118189,-1928,-6624
118190,-1924,-6628
118191,-1924,-6620
118192,-1956,-6624
118193,-1892,-6620
118194,-1916,-6644
118195,-1884,-6624
118196,-1888,-6640
118197,-1892,-6652
118198,-1888,-6648
118199,-1888,-6624
118200,-1864,-6652
118201,-1924,-6648
118202,-1848,-6636
118203,-1896,-6644
118204,-1848,-6652
118205,-1832,-6648
118206,-1900,-6672
118207,-1828,-6644
118208,-1884,-6656
118209,-1844,-6676
118210,-1860,-6628
118211,-1852,-6688
118212,-1844,-6656
118213,-1828,-6644
118214,-1872,-6680
118215,-1852,-6644
118216,-1860,-6660
118217,-1872,-6660
118218,-1812,-6644
118219,-1860,-6688
118220,-1844,-6648
118221,-1832,-6680
118222,-1832,-6688
118223,-1840,-6676
118224,-1832,-6672
118225,-1844,-6672
118226,-1860,-6676
118227,-1836,-6660
118228,-1824,-6700
118229,-1800,-6676
118230,-1800,-6684
118231,-1796,-6692
118232,-1800,-6676
118233,-1792,-6660
118234,-1784,-6700
118235,-1788,-6668
118236,-1788,-6688
118237,-1748,-6700
118238,-1760,-6676
118239,-1784,-6704
118240,-1756,-6692
118241,-1756,-6692
118242,-1740,-6692
118243,-1728,-6716
118244,-1724,-6716
118245,-1720,-6712
118246,-1688,-6708
118247,-1676,-6732
118248,-1724,-6740
118249,-1632,-6712
118250,-1652,-6752
118251,-1664,-6724
118252,-1600,-6760
118253,-1612,-6728
118254,-1580,-6752
118255,-1580,-6760
118256,-1564,-6720
118257,-1560,-6812
118258,-1532,-6732
118259,-1532,-6780
118260,-1540,-6776
118261,-1452,-6764
118262,-1476,-6816
118263,-1464,-6780
118264,-1472,-6796
118265,-1448,-6768
118266,-1436,-6812
118267,-1476,-6784
118268,-1404,-6792
118269,-1456,-6808
118270,-1424,-6780
118271,-1432,-6812
118272,-1412,-6780
118273,-1388,-6820
118274,-1428,-6788
118275,-1364,-6804
118276,-1412,-6812
118277,-1384,-6784
118278,-1408,-6808
118279,-1376,-6808
118280,-1372,-6796
118281,-1408,-6816
118282,-1388,-6812
118283,-1400,-6784
118284,-1364,-6828
118285,-1356,-6812
118286,-1364,-6800
118287,-1336,-6816
118288,-1364,-6816
118289,-1348,-6800
118290,-1352,-6824
118291,-1364,-6808
118292,-1348,-6804
118293,-1328,-6824
118294,-1300,-6808
118295,-1296,-6824
118296,-1304,-6828
118297,-1324,-6824
118298,-1300,-6832
118299,-1312,-6812
118300,-1284,-6836
118301,-1264,-6832
118302,-1280,-6820
118303,-1260,-6832
118304,-1256,-6832
118305,-1260,-6828
118306,-1284,-6832
118307,-1244,-6852
118308,-1256,-6808
118309,-1260,-6836
118310,-1236,-6836
118311,-1252,-6832
118312,-1256,-6828
118313,-1248,-6812
118314,-1240,-6836
118315,-1264,-6824
118316,-1248,-6824
118317,-1248,-6828
118318,-1256,-6848
118319,-1216,-6832
118320,-1244,-6824
118321,-1244,-6848
118322,-1224,-6828
118323,-1256,-6832
118324,-1240,-6848
118325,-1252,-6812
118326,-1260,-6828
118327,-1236,-6836
118328,-1252,-6812
118329,-1232,-6840
118330,-1272,-6844
118331,-1244,-6832
118332,-1240,-6816
118333,-1268,-6848
118334,-1240,-6824
118335,-1264,-6824
118336,-1260,-6852
118337,-1280,-6800
118338,-1276,-6832
118339,-1268,-6828
118340,-1272,-6816
118341,-1268,-6820
118342,-1284,-6820
118343,-1260,-6824
118344,-1276,-6836
118345,-1300,-6804
118346,-1240,-6836
118347,-1264,-6828
118348,-1284,-6824
118349,-1224,-6840
118350,-1256,-6820
118351,-1252,-6856
118352,-1236,-6800
118353,-1232,-6840
118354,-1204,-6856
118355,-1216,-6832
118356,-1176,-6860
118357,-1188,-6836
118358,-1204,-6848
118359,-1196,-6840
118360,-1180,-6844
118361,-1204,-6832
118362,-1204,-6852
118363,-1180,-6848
118364,-1200,-6828
118365,-1156,-6832
118366,-1180,-6836
118367,-1164,-6860
118368,-1144,-6836
118369,-1200,-6836
118370,-1140,-6860
118371,-1164,-6828
118372,-1140,-6856
118373,-1148,-6852
118374,-1148,-6836
118375,-1132,-6844
118376,-1152,-6852
118377,-1136,-6836
118378,-1164,-6844
118379,-1148,-6868
118380,-1152,-6836
118381,-1120,-6876
118382,-1156,-6844
118383,-1128,-6856
118384,-1120,-6872
118385,-1152,-6836
118386,-1104,-6876
118387,-1112,-6844
118388,-1116,-6868
118389,-1092,-6860
118390,-1116,-6848
118391,-1100,-6844
118392,-1088,-6864
118393,-1096,-6836
118394,-1076,-6848
118395,-1108,-6884
118396,-1104,-6844
118397,-1116,-6872
118398,-1124,-6864
118399,-1064,-6856
118400,-1116,-6848
118401,-1124,-6864
118402,-1100,-6872
118403,-1096,-6852
118404,-1088,-6864
118405,-1108,-6864
118406,-1100,-6852
118407,-1120,-6848
118408,-1104,-6856
118409,-1108,-6872
118410,-1100,-6848
118411,-1112,-6844
118412,-1108,-6868
118413,-1120,-6848
118414,-1112,-6836
118415,-1104,-6872
118416,-1128,-6836
118417,-1112,-6876
118418,-1124,-6848
118419,-1088,-6832
118420,-1104,-6896
118421,-1116,-6820
118422,-1112,-6868
118423,-1092,-6852
118424,-1112,-6848
118425,-1084,-6860
118426,-1092,-6848
118427,-1084,-6872
118428,-1088,-6840
118429,-1100,-6856
118430,-1060,-6848
118431,-1084,-6848
118432,-1048,-6872
118433,-1036,-6856
118434,-1048,-6856
118435,-1052,-6868
118436,-1048,-6852
118437,-1040,-6872
118438,-1068,-6848
118439,-1044,-6876
118440,-1028,-6864
118441,-1028,-6872
118442,-1028,-6860
118443,-1048,-6868
118444,-1040,-6844
118445,-1052,-6876
118446,-1040,-6864
118447,-1052,-6848
118448,-1044,-6888
118449,-1048,-6824
118450,-1044,-6904
118451,-1036,-6840
118452,-1028,-6860
118453,-1032,-6872
118454,-1036,-6844
118455,-1044,-6872
118456,-1072,-6868
118457,-1024,-6864
118458,-1056,-6848
118459,-1032,-6872
118460,-1056,-6864
118461,-1056,-6844
118462,-1024,-6868
118463,-1056,-6868
118464,-1016,-6868
118465,-1028,-6860
118466,-1020,-6856
118467,-1012,-6876
118468,-1024,-6852
118469,-1000,-6860
118470,-996,-6880
118471,-1000,-6864
118472,-1008,-6864
118473,-1004,-6880
118474,-996,-6860
118475,-1032,-6860
118476,-1012,-6880
118477,-1008,-6868
118478,-1028,-6872
118479,-996,-6864
118480,-1008,-6876
118481,-968,-6884
118482,-964,-6880
118483,-1000,-6876
118484,-972,-6864
118485,-996,-6860
118486,-972,-6860
118487,-972,-6880
118488,-984,-6864
118489,-996,-6856
118490,-984,-6872
118491,-1000,-6876
118492,-1000,-6864
118493,-1000,-6864
118494,-1020,-6856
118495,-984,-6880
118496,-984,-6872
118497,-992,-6864
118498,-980,-6856
118499,-964,-6884
118500,-988,-6848
118501,-992,-6860
118502,-952,-6884
118503,-932,-6856
118504,-948,-6868
118505,-908,-6884
118506,-936,-6860
118507,-928,-6864
118508,-892,-6900
118509,-888,-6856
118510,-872,-6876
118511,-892,-6884
118512,-860,-6876
118513,-864,-6872
118514,-864,-6876
118515,-844,-6872
118516,-864,-6872
118517,-832,-6892
118518,-832,-6876
118519,-840,-6884
118520,-824,-6856
118521,-844,-6888
118522,-828,-6904
118523,-816,-6856
118524,-836,-6908
118525,-820,-6876
118526,-812,-6896
118527,-832,-6896
118528,-828,-6860
118529,-808,-6888
118530,-816,-6884
118531,-812,-6888
118532,-808,-6876
118533,-804,-6880
118534,-808,-6880
118535,-804,-6884
118536,-844,-6888
118537,-800,-6880
118538,-812,-6876
118539,-812,-6872
118540,-828,-6896
118541,-812,-6840
118542,-800,-6900
118543,-828,-6876
118544,-804,-6860
118545,-796,-6896
118546,-800,-6872
118547,-800,-6888
118548,-752,-6868
118549,-796,-6888
118550,-748,-6864
118551,-756,-6884
118552,-768,-6888
118553,-740,-6868
118554,-768,-6900
118555,-784,-6884
118556,-744,-6884
118557,-756,-6876
118558,-728,-6888
118559,-716,-6880
118560,-740,-6888
118561,-712,-6888
118562,-716,-6876
118563,-720,-6904
118564,-692,-6864
118565,-704,-6904
118566,-704,-6876
118567,-708,-6900
118568,-696,-6892
118569,-672,-6864
118570,-696,-6900
118571,-656,-6880
118572,-660,-6872
118573,-668,-6892
118574,-640,-6868
118575,-628,-6880
118576,-656,-6892
118577,-608,-6868
118578,-628,-6912
118579,-652,-6868
118580,-624,-6900
118581,-648,-6900
118582,-620,-6864
118583,-624,-6920
118584,-624,-6852
118585,-604,-6900
118586,-604,-6856
118587,-592,-6892
118588,-596,-6896
118589,-596,-6860
118590,-564,-6916
118591,-596,-6848
118592,-572,-6904
118593,-596,-6868
118594,-588,-6888
118595,-580,-6904
118596,-588,-6896
118597,-580,-6868
118598,-580,-6880
118599,-548,-6880
118600,-564,-6884
118601,-540,-6888
118602,-520,-6876
118603,-540,-6884
118604,-500,-6888
118605,-536,-6888
118606,-500,-6860
118607,-512,-6920
118608,-540,-6856
118609,-464,-6888
118610,-536,-6888
118611,-456,-6872
118612,-488,-6892
118613,-540,-6880
118614,-460,-6884
118615,-516,-6864
118616,-472,-6912
118617,-492,-6864
118618,-512,-6892
118619,-456,-6896
118620,-512,-6872
118621,-492,-6864
118622,-488,-6896
118623,-524,-6876
118624,-496,-6876
118625,-484,-6892
118626,-496,-6872
118627,-480,-6892
118628,-464,-6872
118629,-464,-6880
118630,-476,-6888
118631,-436,-6872
118632,-460,-6884
118633,-448,-6896
118634,-420,-6856
118635,-476,-6904
118636,-424,-6868
118637,-468,-6888
118638,-424,-6888
118639,-392,-6880
118640,-460,-6896
118641,-388,-6868
118642,-444,-6904
118643,-424,-6864
118644,-412,-6876
118645,-404,-6884
118646,-424,-6868
118647,-396,-6888
118648,-404,-6864
118649,-420,-6876
118650,-344,-6896
118651,-416,-6864
118652,-368,-6880
118653,-392,-6872
118654,-368,-6876
118655,-364,-6892
118656,-360,-6876
118657,-344,-6872
118658,-356,-6836
118659,-308,-6896
118660,-360,-6864
118661,-312,-6892
118662,-304,-6860
118663,-340,-6856
118664,-288,-6888
118665,-352,-6848
118666,-300,-6892
118667,-324,-6868
118668,-344,-6872
118669,-288,-6880
118670,-344,-6872
118671,-300,-6860
118672,-288,-6880
118673,-344,-6868
118674,-280,-6860
118675,-272,-6880
118676,-316,-6848
118677,-244,-6876
118678,-272,-6876
118679,-260,-6856
118680,-236,-6880
118681,-264,-6872
118682,-252,-6848
118683,-208,-6880
118684,-244,-6864
118685,-252,-6864
118686,-216,-6872
118687,-232,-6860
118688,-228,-6872
118689,-204,-6832
118690,-220,-6868
118691,-184,-6860
118692,-204,-6840
118693,-188,-6860
118694,-160,-6868
118695,-200,-6868
118696,-164,-6840
118697,-156,-6868
118698,-168,-6844
118699,-148,-6872
118700,-160,-6844
118701,-124,-6856
118702,-164,-6876
118703,-136,-6824
118704,-120,-6868
118705,-144,-6844
118706,-152,-6884
118707,-164,-6848
118708,-100,-6836
118709,-160,-6880
118710,-120,-6840
118711,-72,-6864
118712,-132,-6852
118713,-108,-6848
118714,-100,-6840
118715,-136,-6856
118716,-96,-6852
118717,-144,-6868
118718,-92,-6848
118719,-112,-6824
118720,-128,-6864
118721,-108,-6848
118722,-124,-6844
118723,-116,-6840
118724,-128,-6856
118725,-112,-6848
118726,-160,-6840
118727,-112,-6856
118728,-112,-6820
118729,-128,-6860
118730,-128,-6844
118731,-108,-6852
118732,-140,-6848
118733,-112,-6840
118734,-140,-6876
118735,-144,-6832
118736,-92,-6860
118737,-168,-6864
118738,-104,-6828
118739,-144,-6856
118740,-124,-6848
118741,-112,-6840
118742,-148,-6832
118743,-88,-6856
118744,-104,-6836
118745,-128,-6848
118746,-72,-6848
118747,-128,-6828
118748,-112,-6848
118749,-76,-6840
118750,-140,-6848
118751,-88,-6836
118752,-92,-6868
118753,-132,-6836
118754,-100,-6860
118755,-92,-6840
118756,-132,-6848
118757,-68,-6860
118758,-120,-6828
118759,-80,-6868
118760,-76,-6832
118761,-104,-6840
118762,-72,-6856
118763,-76,-6840
118764,-76,-6848
118765,-56,-6828
118766,-104,-6848
118767,-72,-6820
118768,-24,-6836
118769,-80,-6832
118770,-28,-6832
118771,-76,-6860
118772,-44,-6832
118773,-36,-6840
118774,-32,-6832
118775,-36,-6836
118776,-40,-6840
118777,-32,-6836
118778,-88,-6860
118779,-28,-6828
118780,-64,-6840
118781,-52,-6820
118782,-32,-6864
118783,-92,-6840
118784,4,-6820
118785,-52,-6860
118786,-60,-6836
118787,4,-6840
118788,-84,-6840
118789,-32,-6840
118790,-44,-6844
118791,-52,-6844
118792,-36,-6844
118793,-16,-6820
118794,-40,-6844
118795,-20,-6828
118796,-52,-6816
118797,-36,-6860
118798,-56,-6828
118799,-68,-6840
118800,-20,-6824
118801,-64,-6832
118802,-20,-6852
118803,-36,-6844
118804,-68,-6828
118805,-28,-6844
118806,-64,-6844
118807,-44,-6848
118808,-36,-6840
118809,-84,-6820
118810,-20,-6868
118811,-84,-6812
118812,-64,-6852
118813,-20,-6836
118814,-68,-6840
118815,-8,-6832
118816,-52,-6824
118817,-64,-6864
118818,-20,-6824
118819,-56,-6832
118820,-20,-6840
118821,-32,-6824
118822,-4,-6828
118823,-4,-6832
118824,4,-6820
118825,-4,-6840
118826,8,-6824
118827,40,-6836
118828,12,-6820
118829,36,-6820
118830,44,-6832
118831,16,-6820
118832,64,-6840
118833,28,-6836
118834,24,-6804
118835,68,-6852
118836,16,-6816
118837,68,-6812
118838,44,-6852
118839,80,-6800
118840,84,-6832
118841,48,-6836
118842,72,-6808
118843,80,-6836
118844,68,-6808
118845,76,-6836
118846,76,-6816
118847,88,-6800
118848,100,-6852
118849,64,-6796
118850,124,-6820
118851,84,-6844
118852,108,-6816
118853,100,-6828
118854,88,-6820
118855,92,-6832
118856,84,-6824
118857,112,-6828
118858,92,-6824
118859,124,-6824
118860,68,-6836
118861,84,-6828
118862,152,-6820
118863,108,-6816
118864,128,-6792
118865,124,-6824
118866,124,-6828
118867,84,-6816
118868,124,-6832
118869,136,-6808
118870,104,-6820
